,review,sentiment
462,"Matching its intelligent and taut thrills with richly developed characters and thought-provoking questions, this is one of the decade's best sci-fi flicks.",positive
463,"A bloated, boring 123-minute mess of globby computer effects and soulless battles... ""Warcraft"" makes you fear for the future of movies.",negative
464,Isn't It Romantic is unnecessary but it is diverting all the same and even has some wise things to say about regressive rom-com tropes.,negative
465,Tarsem loses his audience in actionized nonsense&#44; leaving the story&apos;s best ideas to remain under-developed&#44; if developed at all&#46;,negative
466,"Appreciate the effort to have this aspect of the film serve the 'playing a game' motif, but there's a point where 'ah-ha' becomes 'trying too hard.'",negative
467,Robert Pattinson's stare is almost thousand-yard enough to make the film's sense of tragedy feel downright Greek.,positive
468,The overall slant of the entire movie is a sort of half-hearted indictment of the Old South's code of ethics that was rooted in slavery.,positive
469,This trashy horror flick is one of my favorite Drew Barrymore movies.,positive
470,"The Woodsman proves any topic, even pedophilia, can be tackled onscreen if handled as expertly as it is here.",positive
471,A family drama about a clan of grifters evolves into a crime mystery and a devastating indictment not of lawbreakers but of the system that fosters them .,positive
472,An attempt at a old-fashioned conspiracy thriller about race and dark money in politics in America&#44; 88 is numbingly artless&#44; less a credible drama than a collection of characters lecturing each other&#46;,negative
473,"What starts as a splatter-gun celebration of cyberspace spectacle becomes a savvy, sweet fable of friendship and online distraction, its in-jokes and emotional stakes interwoven with surprising subtlety.",positive
474,"For the most part, Olliver and Orshoski are smart enough to allow Lemmy's unique personality to come to them, as opposed to pushing a case for it.",positive
475,Will prove too depressing and long-winded for a significant number of U.S. audiences to embrace.,negative
476,You would think that the horrific case of the West Memphis Three would not need further retelling. This film has little to add to the conversation.,negative
477,"The film's main asset is undoubtedly the magnificent Goodall, as poised, articulate and engaged in her 80s as she was in her fearless 20s ...",positive
478,No one even gets dragged across concrete.,negative
479,"""Benda Bilili!"" is brutally real, a document of willpower that shows not only the magic of transcendence - which may be fleeting - but also the transformation of aspiring to it, every struggling step of the way.",positive
480,One of the better Hammer films.,positive
481,Ramsay seems intent on jettisoning anything which might arouse the slightest interest.,negative
482,"Though it'll be confined to the art house circuit, Stranger By the Lake actually has all the ingredients of a mainstream, page-turning summer beach read.",positive
483,"Equal parts sadness and inspiration, fury and compassion, the film is sure to divide audiences along ideological lines. But there's no denying the reality of Tomas Young's experiences. A man who has paid so much is more than entitled to his opinions.",positive
484,"So stuck is the movie inside the heads and hearts of its indisputably gifted makers, it never quite makes the leap into ours.",negative
485,Do you need a life pick-me-up? The dames are here for you.,positive
486,"Despite some distraction and not quite enough music, Soul manages to tap into deep emotion as its characters explore the limits of mortality and what it means to be passionate about life.",positive
487,Director Steven Spielberg has constructed a chillingly frightening film.,positive
488,"Joe's affectless state of mind is expressed through the gritty visual texture and cold, grey-blue palette, flat, detached dialogue and above all Ewan McGregor's performance.",positive
489,A forgotten masterpiece.,positive
490,Namaste England is just plain awful...,negative
491,A takedown of a lying president for his incompetent management of Covid in America.,positive
492,A welcome escape and eventual cult hit for comedy fans this summer.,positive
493,"The film doesn't earn many points for originality, but writer- directors Zach Lipovsky and Adam B. Stein show just enough low-budget gusto to suggest that they might have a future as B-movie mavens.",negative
494,Brushing your teeth is more fun,negative
495,"Aniara is astonishingly ambitious, an unlikely emotional rollercoaster anchored by a beautifully-realized protagonist who manages to maintain hope and optimism without being a Pollyanna.",positive
496,"Arthur and the Invisibles makes an excellent case against casting animated movies with celebrity voices. There are people who make their living as voiceover artists, and they would have been infinitely better than the lackluster Robert De Niro.",negative
497,"Aronofsky isn't known for subtlety, so what starts out as late-period Luis Bunuel-style ""Have I gone crazy or has everyone else gone crazy?"" absurdist farce eventually flash-segues to psychological-thriller to surrealist sensory-overload.",positive
498,"As flat or unwieldy as Unicorn Store can be at times, Larson invests Kit's love of all things bright, pastel and shiny with an affecting urgency, and ensures that her spirit animal is no gimmick.",positive
499,"A routine sci-fi/horror action-adventure, takes us where we've been countless times before.",negative
500,The Babadook's villains and victims are still running amok in my brain. I think they might be there for some time.,positive
501,Not one of Neeson's better action flicks,negative
502,"As effective as it is as a character study, the action becomes flat out thrilling and suspenseful, and this is a fascinating, dark misadventure into a life driven by pure, pathetic ambition.",positive
503,[A] vile mess.,negative
504,"It tells one woman's tale beautifully. The rest of her new country's story, however, is left unfinished... and unseen.",positive
505,"Gone Girl is Fincher at his wittiest and seedy in its chronicle of a marriage that bears unexpected, rotten fruit which a scandal hungry country devours with glee.",positive
506,delightfully crude and side-splittingly funny,positive
507,"""Shirley"" is often uncomfortable. It's also bold, darkly funny and ridiculously well-acted by star Elisabeth Moss.",positive
508,"Standard mystery, not nearly enough for Jennifer Connolly to do.",negative
509,"Don't arrive late, children, because what little energy exists gets expended early on.",negative
510,"If the situations are intentionally unreal, Sedgwick's performance could not be more real.",positive
511,"When the film tries to advance a plot it loses most of its energy and humor, and tells a rather weak story. It is only when the story-telling comes to a full halt for the sake of a joke that the film is really funny.",positive
512,"It's pretty close to being a disaster, and if not for a few energetic bursts of excitement and a rather nice bit of character acting from Pena there's little if anything here to warrant a recommendation.",negative
513,Anderson has balanced what's funny about his concept with a generous number of jokes on-screen... It makes me expectant again.,positive
514,"Almodóvar is the master craftsman here, but ultimately, the film is carried high on Banderas' shoulders. Even if you already know him outside of his more comic Hollywood work, he's on stunning dramatic form here as the frazzled artist.",positive
515,"...a clanking Frankenstein of a movie, stitched together from pieces plundered from the bodies of romantic comedies that went before.",negative
516,"Cars 2 is marginally better than its predecessor, but the same problem still remains: Cars just aren't very interesting as anthropomorphic animation vehicles (pun intended).",positive
517,An origin story that&#8217;s both sweet and bittersweet&#46;,positive
518,"Unexpected romance, amusing pratfalls and comic performances combine to make 'Wild Hogs' a rollicking good time at the movies.",positive
519,"""Night on Earth"" sounds better than it turns out to be.",negative
520,"It has canonized, for our enjoyment and monstrous edification, the freak-out.",negative
521,Incredibles 2 gets an easy pass on character strength alone.,positive
522,Ellis and Mueller's terrific film turns the spotlight on a worthy subject and does him justice,positive
523,Finney's performance as cold-hearted Scrooge is a professional high-water mark.,positive
524,"Memoirs brandishes old-school razzle dazzle at the expense of subtlety and contemplation, coating his sound stage sets in delicately applied layers of cherry blossoms and snowflakes.",negative
525,"Because of his long friendship with Hondros, director Campbell has gotten key people on camera ...",positive
526,"An unpleasant, dramatically inert drama surrounding a Jonestown-type commune.",negative
527,"In their directorial debut, Britt Poulton and Dan Madison Savage fail to show the church in a neutral light, choosing instead to lean into a ""crazy cult"" caricature rather than evenly portray what is already a complex, divisive religious custom.",negative
528,"Whether one views this as a kitschy, campy spectacle or merely another splashy musical from the Dream Factory largely depends on one's tolerance for garish colors, kaleidoscopic set-pieces and the sight of Carmen Miranda and her juicy fruits.",positive
529,"La mano experta de Ang Lee logra sostener el relato durante sus dos horas y media de duración, con algunos picos de intensidad en un par de escenas brillantemente resueltas.",positive
530,"In Great Freedom, the question of love is refreshingly never too far from bodily intimacy, irrespective of what kind of love that is.",positive
531,"Worth is not a bad film, and for this time of year, I understand why it has arrived now. It just ultimately feels a little empty.",positive
532,"Overall, the film is easy enough to watch, short enough not to have you care about the lame 1-2-3 plot, and funny enough to make you smile if you're feeling blue.",positive
533,An hour of miscellaneous visions that will make more sense once Act II lurches to a close and we finally get to the good stuff.,negative
534,"It is Tarantino's best, bravest and most confrontationally impudent movie since Pulp Fiction.",positive
535,"There are ultimately kernels of truth buried amid the film's random yakking, mini-crises and bits of forced bad behavior, but they prove too little, too late.",negative
536,"The action and eye candy may be worth the ticket price, but this Bond needs to get back to business.",positive
537,An insanely difficult endurance race that few have ever finished is chronicled in this delightful documentary.,positive
538,"Despite it's heavy-handedness in the last act, Susanne Bier directs with fascinating awareness of her characters and with grace for the moments of compassion between two families trying to understand how humanity can be so merciless.",positive
539,"Despite a verbose script and the kneejerk sexism of Pascal, the visual beauty and narrative simplicity make the film a pleasure.",positive
540,[Rex Ingram] doubles ably as Adam and the Prophet Hezdrel.,positive
541,Audiences are in low-key hot mess territory with this disappointing mashup&#46; With badly-lit hospital corridors&#44; possessed elderly patients&#44; and a nonsensical plot which would work better in The Twilight Zone&#44; &apos;Disquiet&apos; is best avoided&#46;,negative
542,Even Allen's most loyal of fans must be starting to wonder why the once great director keeps on producing such dull material.,negative
543,"Mainly notable for the fact that its titular character, as played by Aaron Eckhart, is really, really ripped. If People magazine had existed in the 19th century, he surely would have been feted as the sexiest undead man alive.",negative
544,An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed.,positive
545,"The year's most captivating narrative experiment, and possibly the most engrossing coming-of-age movie in the history of the genre.",positive
546,"Black Panther boasts a sense of grandeur as it tells a sprawling Shakespearean tale that traverses the political, racial, ideological, familial and fantastical.",positive
547,See Richard Lester's one instead of this bland adaptation of the Dumas classic.,negative
548,An extremely well made but utterly preposterous show. It is so far out that it is off of any scale you can imagine.,negative
549,It's hard to go along for the ride when the characters act more like statuary than people.,negative
550,"Hardy signals to the audience that we shouldn't take ""Venom: Let There Be Carnage"" too seriously, whatever the body count, and just treat it like a very messy video game.",negative
551,"Forman's tormented, iconoclastic subjects are often pitted against iconic or impersonal antagonists, but Amadeus' conflict remains rivetingly intimate, in spite of its sumptuous, larger-than-life settings.",positive
552,Takes dicey material&mdash;the story of one privileged family's suffering during the 2004 Indian Ocean tsunami&mdash;and transcends its political incorrectness by focusing on the human condition.,positive
553,"Some may be surprised by the depth of McCarthy's work here, but this really shouldn't be surprising. In her best comedic creations, the actress can deliver a single line that all at once makes you guffaw, scratch your head, wince and feel pathos.",positive
554,A film about video games for people who hate video games.,negative
555,"Danny's a nice enough guy and it's a nice enough movie, if your standards aren't too strict and your tastes not too elitist -- and you don't get overly miffed about huge gaping plot holes all over a movie.",positive
556,"Was the world clamoring for another take on Kipling's stories? Has there been a movement to get more animals into films? Hasn't anyone got any original ideas using children, the jungle and a bunch of wild animals?",negative
557,"Pollack's attempts at myth-making yield the same results as his attempts at most anything else. Jeremiah Johnson is boring, overlong, and pointless.",negative
558,"A freaking delight. Ruben keeps the threat both palpable and eerily undefined, and his payoffs are both ridiculously scary and hilariously unexpected.",positive
559,"The Survivor wins on points, a decent and honourably intended picture about one man's ordeal in the horror of the Holocaust and the heartbreak that came afterwards.",positive
560,The film treats the audience with intelligence; it doesn't lay everything out and instead leaves you to do a little legwork too.,positive
561,"El filme provoca que la audiencia piense y medite sobre el mundo en que habitamos, as como en los obsoletos sistemas de gobierno que hemos creado como sociedad.",positive
562,"This film isn't just fun and funny and feel-good, it's hopeful, invigorating, and healing.",positive
563,"It has that vintage Polish pace, their signature arch pomposity and rhythmless weirdness, only this time the brothers had to go and make a cosmic allegory of American dreams.",negative
564,"Griffith can break your heart as a good woman staggering under the weight of life, especially after her character places her last bit of faith in a dangerously damaged man.",positive
565,A delightful fusion between Peele&apos;s sensibilities and Selick&apos;s expertise&#46; While sometimes you can see the seams between the two styles&#44; the end result is an original story which is always refreshing to see&#46; ,positive
566,"Get Duked! is most charming as a teen hangout comedy, but it's not so memorable as a superficially topical anti-Brexit riff on The Most Dangerous Game.",positive
567,"Like Zoolander 2, Basic Instinct 2, and Dumb and Dumber To, Crocodile Dundee in Los Angeles was one of those belated sequels requested by absolutely no one.",negative
568,"... neither witty nor insightful in its comic observations, instead relying on low-brow gags and stereotypes out of desperation.",negative
569,Drew Barrymore stars in a melodrama that borders on high-class kiddie porn.,negative
570,Sights&#44; sounds and speed act as a unifying force in an assault on our senses&#46; When the engine roars&#44; our knees tremble&#46; When the jets dive&#44; swoop and pirouette like they were in a musical number&#44; the adrenaline rush trickles into the rest of the body&#46; ,positive
571,Intelligently addresses provocative issues... with two electrifying actresses.,positive
572,"Strangely, reality gets in the way of a hardened, difficult story about loss and guilt in Aftermath.",negative
573,A vibrant dramedy about the idiosyncratic relationship between a homeless elderly woman and a lonely playwright.,positive
574,Willy Wonka and The Chocolate Factory this ain't.,negative
575,Searching follows Eighth Grade as another thought-provoking film about the intersection between teens' lives and their presence-and reliance-on social media.,positive
576,What is there to say? Adam Sandler gives the performance of his career in a sea of diamond-encrusted Furbies.,positive
577,All the punk energy in the world can't distract from the second-rate Sundance-ness.,negative
578,"As a quiet, sad character piece, it strikes the appropriate nerves.",positive
579,"A little too deliberately balanced in its depiction of its three leads, but it largely makes up the difference with its informed grounding in the economic and social terrain of contemporary France.",positive
580,"Sunrise may not be the greatest film ever made (as the French critics once declared), but it certainly is one of the most lyrical, stunning, and influential works in cinema history.",positive
581,"I would have loved to see a genuine love story involving Ice Cube, Nia Long, and the challenge of a lifelong bachelor dating a woman with children. Sad that a story like that couldn't get made, but this shrill 'comedy' could.",negative
582,An enjoyable and subversive parody on both B-film horror stories from the 1950s and mental health caregivers by legendary French director Jean Renoir.,positive
583,"As a document of the ever-mutable musician's signature persona, a wraithlike androgyne with a head full of apocalyptic dreams, it's fascinating.",positive
584,"Ultimately, ""The Tale"" is a wrenching, heartfelt success.",positive
585,"The film has some beautiful animated sequences with Bre'r Rabbit and Br'er Fox, but the bad in the film would seem to outweigh the good.",negative
586,"Told from both sides, and certainly better than ""Pearl Harbor.""",positive
587,"At its core, this is a hilarious movie; it just happens to star two transgender women as the lead. That alone is worthy of note.",positive
588,"The Drop is one of the finest crime dramas you're likely to see in a long time, graced by some truly exceptional performances.",positive
589,"Cinematographer Manoj Kumar Khatoi's camerawork captures lush, stunning Kashmiri vistas... but it cannot pull Notebook out of the senseless narrative swamp that it wades through.",negative
590,"If the film's cultural work is finished, its historical place will always be secure.",positive
591,"What's really revolutionary about this film is the way Ivory photographs male bodies in what were, by the standards of mainstream cinema at the time, quite explicit sex scenes.",positive
592,"One of the best, and most lavish, action films in years, Casino Royale sets a new standard for espionage adventures that will be hard to top.",positive
593,"We know the Emergency happened. Can you provide us with insights that go beyond mere facts? And if you cannot, what is the point?",negative
594,"Two hours of non-stop, ear-shattering, humourless shrieking. It's simply unbearable. You soon find yourself begging for him to die.",negative
595,It has not sunk in yet in Hollywood that some cartoons are cartoons for a reason.,negative
596,"The movie is an exhilarating musical experience, an extraordinary testament to the unprecedented longevity and steady artistic growth of the band.",positive
597,"As usual, the Coens have reinterpreted our mythic tales and jolted our imaginations.",positive
598,"Breaking Dawn Part 1 is such a slow-moving, overstuffed chore of a movie, it is barely even worth calling a ""bridging film."" All you do is wait and wait and wait.",negative
599,"Food Club's often charming, eye-opening and honest look at growing older, the meaning of friendship and striving to better our lives. Cute.",positive
600,Talk about scary -- the entire last half of the flick is a spectral presence that can hardly be said to exist.,negative
601,"Buoyed by its good looking cast and entertaining script, John Tucker Must Die is witty and funny, as it reminds us that it is cool to be yourself - whoever you are.",positive
602,"Amy Berg's documentary is evenly paced and informative, never succumbing to hysteria.",positive
603,"Hunt, grievously miscast as the worldly Mrs. Erlynne...ends up looking like a once-fresh teenager, beaten down by the years, playacting in Mommy's oversized threads on a rainy day.",negative
604,"You may miss a few moments of ""An Open Secret,"" either while looking away during its unsettling stories or closing your eyes in frustration. This potent documentary elicits those kinds of reactions.",positive
605,"Beach Rats suffers from a surprising problem, though. In short, we've seen most of this before.",negative
606,"Cronenberg never strays from the big picture of a world not only comprised of destructive impulses, but designed to breed more of them.",positive
607,"Cars 2 is such a mess, it makes the original look like it ought to rank among Pixar's masterpieces by comparison.",negative
608,"... if I waver in my enthusiasm, less than easily charmed by a movie trying so cheerfully to entertain, it's because Kissing Jessica Stein is all too content to be a comedy of surfaces and stereotypes.",positive
609,"This sturdy account, with lots of striking details, sees no need to be preachy and judgmental about the damage done by British bombing raids. It lets the veterans give their thoughts on the matter, and these — unsurprisingly — are humane and reasonable.",positive
610,Felicity Jones and Armie Hammer remain eminently watchable...,positive
611,Why did Scorsese spend three decades thirsting to make this movie&#63; It&apos;s nowhere clear on the screen&#46;,negative
612,"Writer Patrick Tobin and director Daniel Barnz have a made a movie that, despite the clichd template, manages to hold your interest. The main reason for that are the fine performances, mainly by Aniston who pilots this thing.",positive
613,This tearjerker (based on the mega-best-selling book by R.J. Palacio ) is a blazingly humane and shamelessly wish-fulfilling film - the rare kind that will appeal to both kids and adults.,positive
614,"The demon Bughuul is not to be confused with 'gabagool,' which is merely a demonic deli meat.",negative
615,"It takes a little while to get going, but once it does The Festival is a funny take on a British summer institution.",positive
616,"Condon deserves credit for shaking up the usual biopic formula, modeling his narrative structure after Kinsey's famous sex interviews with the scientist himself (Liam Neeson) answering questions about his own sexual history.",positive
617,"Nothing in Vantage Point quickens the pulse as much as the realization that, with each successive turn of the wheel, we come one step closer to the end.",negative
618,"Folks who care won't learn anything and folks who don't, can't.",negative
619,"Wren's shallow cynicism and willingness to exploit others ultimately exposes her own vulnerability. Deeply unlikable, she remains sympathetic, both perpetrator and victim of the meat grinder that is the city.",positive
620,"mocks idiots, hypocrites, and all the other clueless denizens of life who make it difficult for everyone else, but the bile is balanced with affection for the ordinary people who make the world turn",positive
621,An inside joke gets turned inside out in this digital documentary about comedy and creepy feelings.,positive
622,Enjoyable in the moment.,positive
623,Speaks to the little kid in every Ghostbusters fan who wanted to strap on their own proton-pack and hunt down pesky spirits.,positive
624,"With Away We Go, Mendes has fallen through the rabbit hole and discovered connubial bliss.",negative
625,"The story, partly inspired by the bobsled comedy Cool Runnings, goes nowhere imaginative or risky, and the characters don't transcend their initial cartoonishness.",negative
626,An inscrutable experiment too fixated with its own self-reflexivity to ever be about anything in particular.,negative
627,Not even foxy sociopath Angelina Jolie can save this nut-house drama.,negative
628,"A finally unsatisfying experiment, but the understated performances help overcome the sense that the last people on Earth are movie stars.",negative
629,"Ted ends up undermining both halves of its whole, as well as its creator's clear intent to add something a little deeper to his crassness.",negative
630,"Anderson focuses entirely on cat-and-mouse capers, while failing to reflect in any serious way upon the real-world issues that his plot exploits, so the end result is a disappointingly empty exercise in genre.",negative
631,"Ruben Östlund holds a mirror, and depicts Gothenburg as it is, even if this is an image that not so many people want to see. Play is based on a true story, but the social, societal and moral issues discussed in it are universal and go beyond borders.",positive
632,"The clues here are less interesting than before, and their explanations slow the film down like molasses.",negative
633,Paul Newman-Robert Redford Western is as great as you remember.,positive
634,"""Echo Boomers"" is a thrilling and gritty ride into the psyche of Millennials who feel cheated by the system.",positive
635,The Exorcist still packs a wallop of terror for those with the strength of stomach for it.,positive
636,"Some of the early imagery... seems to suggest that anything is possible in this ""crazy"" universe, but the wrap-up is just so aggravatingly bland.",negative
637,"For all of its references to the deceptions of appearance, there's actually nothing underneath the surface of this film.",negative
638,"While ""The Last Lions"" lacks the visceral excitement of some other survival dramas, it has anthropomorphic heart to spare.",positive
639,The kind of lousy cinema that breathes and captures the imagination more than a conventionally good movie can.,positive
640,"Winter's Bone is raw, real, understated, fiercely intense and surprisingly gentle and decent amid bursts of ferocity in the rural crime culture where the story's set.",positive
641,"It remains to be seen whether Jigsaw can hook in new generations of horror fans or bring back the crowds which supported the highly profitable earlier films, but this genuinely is a fitting jumping-on point for the Saw saga.",positive
642,[Sukowa] and von Trotta accomplish something unusual in a movie: They make thinking dramatic.,positive
643,"What's so aggravating here is the grievous lack of wit, imagination and plain old story.",negative
644,Lazy but funny.,positive
645,"The sharp wit and commitment to damaged men remain, but with his newfound appreciation of what goes unsaid, The Descendants sees Payne finally becoming the filmmaker many have claimed he was all along.",positive
646,An absorbing tale of crime and non-punishment set after the bursting of Japan's bubble economy.,positive
647,"Why do we keep watching this sad, sad man? Because he's ecstatic as long as he avoids facing reality, and Douglas makes that ecstasy a marvelous thing to behold.",positive
648,"Do you want to feel good about the world? Like even though Trump is in power, all hope is not lost? Watch this movie and let the girl power magic wash over you.",positive
649,Kevin Macdonald excels at plotting out the many specific complications surrounding Houston.,positive
650,"In an impeccable alchemy, [director Hirokazu] Koreeda mixes [the film's] ingredients: the legal, the ethical, the emotional, the blood ties. [Full review in Spanish]",positive
651,The film is content as it is to run clever one-liners and 19th-century pop-cultural references into the same comedic whirlpool.,negative
652,The movie is clearly diluted for mass consumption.,negative
653,Feels less like going through the motions than returning to your favorite restaurant.,positive
654,"What seemed an inventive and engaging stretch of Murphy's comedic resources 11 years ago has congealed into predictable, processed fare. The prefabricated naughtiness of Norbit is guaranteed to drag the laughs out of you whether you like it or not.",negative
655,"Filmmaker Alex Gibney had access to those who knew the guy, the famous, the infamous and the obscure, and he paints a picture of a serious journalist who saw himself documenting 'the death of the American Dream.'",positive
656,"... A movie that lands like a big, warm hug.",positive
657,"It's a tremendous, awards-worthy performance from Carey Mulligan.",positive
658,"One character talks about molecules moving around in ecstasy, and I think this film has that kind of mystery.",positive
659,The filmmakers of Enhanced should have titled this movie Flimsy X-Men Ripoff if they wanted more truth in advertising. It's a formulaic and mindless flick about mutants being hunted by humans.,negative
660,"Made in the crappy Murray years between CADDYSHACK and RUSHMORE. A few laughs, but mostly forgettable.",negative
661,"Slickly entertaining docs like ""Operation Varsity Blues,"" meanwhile, ensure so gladiatorial a modern thumbs-down won't happen in the Netflix arena.",positive
662,As entertaining as it is wholesome.,positive
663,"While it lacks outright Cronenbergian pleasures, ""Maps to the Stars"" repeatedly connects as a dark comedy and insidious display of rancid human behavior.",positive
664,"In spite of its artlessness, you'll leave smiling and smooching your significant other.",positive
665,Fred e Ginger em seu melhor momento.,positive
666,"What this rough-around-the-edges but hugely likeable film lacks in budget it more than makes up for in energy, visual flair and, yes, punk spirit.",positive
667,There's something uniquely irritating about the kind of too-serious-for-its-own-good alternative-lifestyle drama subheading that Chris Mason Johnson's The New Twenty neatly falls under.,negative
668,"Gore is a little grayer and a little thicker around the midsection, but he's still tirelessly speaking truth to power on behalf of our ailing planet in his folksy Tennessee twang.",positive
669,Kaurismäki's delightfully delicate cautionary fable charts his unassuming hero's descent into an unforeseen nightmare of deceit and violence with a characteristically low-key blend of humane compassion and deadpan mordant humour.,positive
670,"Peckinpah's gentlest, boldest, and perhaps most likable film to date.",positive
671,"The first couple of acts of the Kendricks' latest, ""War Room,"" are so heavy on broad pulpit pounding that it's challenging to get swept along by the story's message.",negative
672,"Wrapped within this search for a pig is the bizarre underbelly of the culinary elite, insight on loss and the natural human craving for connection, and a complex bouquet of stark contrasts. The result is a totally unexpected, but utterly fascinating film.",positive
673,Messy and unlikeable.,negative
674,It's gripping stuff: decidedly non-showy but all the more authentic for it.,positive
675,"Glory is a tight, intelligent drama that builds its intensity in a real smart and organic fashion.",positive
676,"The film was mildly enjoyable, but could have been much better if Rudolph tried to put a coherent story together instead of just going for so much cheap comedy.",negative
677,"No one shoots a film like Kubrick, and this picture's visual style -- the incredible cinematography, lighting and production detail -- is simply mesmerizing and glorious to watch.",positive
678,"Jack Webb is a filmmaker who is more skillful than gifted, more sincere than brilliant, more likeable than prestigious. Which is to say that his film is nice to see.",positive
679,Your body may not be ready for what happens to bodies here&#8230;,positive
680,An improbably effective and affecting mix of raw emotions and exciting smackdowns.,positive
681,"It is a marvel of storytelling and character, telling a relatively familiar and potentially melodramatic tale in a way that feels different, new and profound.",positive
682,"I didn't understand Primer; worse yet, I didn't care.",negative
683,"The film was five years in the making by director Katrina Costello and, as with the case taken by McCormack and the Burren Action Group members, it is a testament to patience, determination and love of a place.",positive
684,Her story is indeed operatic with numerous personal and professional scandals and director Tom Volf has given it a proper frame in one of the year's most intriguing biographical docs.,positive
685,"A patchwork work of two creative pieces, and composed of two different personalities.  [Full review in Spanish] ",negative
686,"A unique, well observed, raunchy musical that reiterates that no means no.",positive
687,A cut above the recent lot of slasher films...it does not feel as if it has to cater to audiences who want every plot point spoon fed to them.,positive
688,"In its deceptively modest way, this edgily sweet comedy gets closer to the bone of mother-son relationships than many a more solemn opus.",positive
689,"Definitely, 'Look Who's Back' it is an interesting and necessary film that features an excellent work of Oliver Masucci as Hitler, but it also becomes a little scattered as it progresses by its excessive length. [Full review in Spanish]",positive
690,"Unfortunately, neither Sendak nor the directors are particularly engaging or articulate.",negative
691,"You may never know whether Murphy has completely turned into a machine, but you know the movie has, and boredom sets in.",negative
692,"Greyish and ugly, the city is an image of the capitalist grief that feeds the desperate desire to escape. [Full Review in Spanish]",positive
693,"Take every gangland cliche and put them together into one big jumble and that's what you'll find with ""Overrun.""",negative
694,Even less funny than Southland Tales and not nearly as adventurous.,negative
695,The 93-minute ride is exactly the fun summer blockbuster one might expect by sticking a movie star with a big cat and letting the fur hit the fan&#46;,positive
696,Not that this guy ever knew she was gone&#44; but Tanya Tucker has returned&#44; and the results are marvelous&#46;,positive
697,One of the best action thrillers of the '90s.,positive
698,"It's not quite as fresh or fun as the first film, but P.S. I Still Love You still has plenty to love about it - not least another loveable performance from Lana Condor.",positive
699,surrealist cinema begins right here,positive
700,It&#8217;s another win for Affleck as a director&#46; I had a whale of a time&#44; despite knowing almost nothing about the subject matter&#46;,positive
701,"This marked institutional character, almost propagandist, without criticism, is indisputably its weakest point. [Full review in Spanish]",positive
702,"In fact Häxan is a deeply rationalistic piece of humanism, exposing the horrors of superstition and hysteria rather than of witchcraft itself.",positive
703,Some critics love to tear down a crowd-pleasing contender. Don't let them sway you. American Hustle is a good-time holiday movie.,positive
704,A thrilling film that defies easy categorization&#44; even in terms of where its thematic interests lie&#46;,positive
705,"For once ... I hope the filmmakers haven't ruled out another sequel. As Shrek Forever After proves, there's life in the big green guy yet.",positive
706,"Act of Valour might work as a recruiting poster for impressionable teenagers, but those who bravely serve in the armed forces deserve a better tribute that the naïve, sub-Team America nonsense served up here.",negative
707,Put quite simply&#44; 2022&#8217;s Goodnight Mommy is a ghastly affair&#44; one that would be deemed awful even if it wasn&#8217;t being unfairly compared to the film that inspired it&#44; although &#8220;inspired&#8221; must be used loosely here&#46;,negative
708,It's a wispy yet insightful and emotionally satisfying film...,positive
709,Crafted with a budget-minded luscious sense of period detail to distract from the rudimentary direction and clumsy screenwriting...,negative
710,Writer-director Ti West goes where many -- especially Stephen King -- have gone before...,negative
711,It's an understated yet transportive film that beautifully articulates the way children perceive and process loss and grief.,positive
712,"Trading in pleasures of a deliberately rarefied sort, writer-director Andrew Dominik's talky, character-rich genre piece largely short-circuits thrills to sketch a grimly funny portrait of thugs taking care of business, in every rotten sense of the word.",positive
713,Superhero films are rarely imbued with this level of emotional resonance and gravitas&#44; and even though it doesn&apos;t reach the heights of the original Black Panther&#44; it&apos;s still head and shoulders above the MCU&apos;s other post-Avengers&#58; Endgame offerings&#46; ,positive
714,The round and round of emotions and passion is pleasingly akin to Mike Nichol’s Closer. Audiard’s decision to shoot in black and white deepens the emotional murkiness the three central players navigate.,positive
715,"If Concussion had focused on Omalu's tireless efforts to expose CTE to the world, it would have been a powerful film. As it stands, it's just second-string.",negative
716,"If the patriarch of all vampires just ain't that tough, it's time to pack it in. In fact, it was time to pack it in before we were subjected to this movie.",negative
717,"One of the year's very best movies, worth seeing more than once.",positive
718,"A carefully conceived, dramatically honorable picture that treats its subject with clarity and intelligence, especially by contemporary standards.",positive
719,Never feels either real enough to move us deeply or bubbly enough to make us forget our woes.,positive
720,Ulmer brings an enormous amount of impressionistic creativity and (what are now considered) infamous noir tropes into the project without spending more money.,positive
721,"It's a love story drained of passion, trudging towards a bleak ending that's never earned.",negative
722,"If you ever yearned to see a version of 'Million Dollar Baby"" that has a completely feel-good last reel, this may be it.",positive
723,The yearning to become human again adds emotional heft to the gory dystopian mayhem.,positive
724,"The film works as a character piece, a message piece, and a tension filled film. It's one of those that should be viewed on as large a screen as possible and in the dark to get its full effect once the miners end up caught in the mine post explosion",positive
725,"The ending is sublime, a set piece that almost makes up for the overwhelming slightness of it all.",negative
726,"Brimming with heart... up there in the upper echelon of MCU movies, and in Mysterio fans are given a fascinating character who ultimately has a key, key role in changing the landscape of this shared Marvel realm.",positive
727,The meandering and sloppy finale only makes it even more ironically forgettable.,negative
728,"The story of Lorraine Hansberry told in this way, reminded me of how there are so many stories, ""Hidden Figures"" stories if you will, of Black women in history that we know so little about.",positive
